origin_airport_id
10874
11233
13360
15008
11638
14150
15323
14814
12007
11337
13342
15070
13244
12280
15096
11641
13832
10268
10397
15041
10529
12119
11537
11092
10581
13829
15389
10140
12389
11648
15023
11982
10967
11525
10792
14259
11637
10466
10599
10208
15841
14831
12898
13241
13367
11481
14108
13931
13873
10157
10245
11146
13277
11292
11109
13459
11775
16218
14698
14252
13256
13139
12250
11259
11468
14952
12402
14574
11996
11977
11867
11203
11995
15016
10747
14905
12012
14783
14730
10431
10434
16869
10408
12264
11618
15304
13577
12954
11624
13541
13422
14057
13232
10800
14689
12391
10868
14711
10257
11067
10562
11695
13796
14109
13970
14193
11076
14092
11122
11288
11308
10754
12884
15376
14588
11884
12915
13851
14843
11603
14457
12206
11252
11905
15412
14120
11980
14025
11150
14709
15897
14107
14006
14747
12902
13061
12016
14794
11921
10731
14828
12889
12441
14802
13230
10631
14492
10141
13204
12992
13184
10643
10333
12255
14487
12129
10551
13871
14256
11066
13377
13487
10627
12335
14633
11274
14543
10299
10158
12951
